WINE_ID,WINE_NM,WINE_AREA_NM,WINE_CTGRY,WINE_PRC
"11079","Patz & Hall Gap's Crown Vineyard Pinot Noir (1.5 Liter Magnum) 2014","Pinot Noir from Petaluma Gap, Sonoma Coast, Sonoma County, California","red wine","170"
"11080","Patz & Hall Hyde Vineyard Chardonnay (375ML half-bottle) 2015","Chardonnay from Carneros, California","white wine","33"
"11081","Patz & Hall Sonoma Coast Pinot Noir (375ML half-bottle) 2015","Pinot Noir from Sonoma Coast, Sonoma County, California","red wine","25"
"11082","Patz & Hall Chenoweth Ranch Pinot Noir (1.5 Liter Magnum) 2013","Pinot Noir from Russian River, Sonoma County, California","red wine","150"
"11083","Patz & Hall Sonoma Coast Chardonnay 2016","Chardonnay from Sonoma Coast, Sonoma County, California","white wine","40"
"11084","Patz & Hall Sonoma Coast Pinot Noir 2016","Pinot Noir from Sonoma County, California","red wine","48"
"11085","Paul Autard Chateauneuf-du-Pape 2015","Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France","red wine","42"
"11086","Paul Autard Juline Chateauneuf-du-Pape 2015","Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France","red wine","100"
"11087","Paul Bara Brut Reserve Grand Cru","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","50"
"11088","Paul Cheneau Cava Brut","Non-Vintage Sparkling Wine from Penedes, Spain","sparkling & champagne","14"
"11089","Paul Dolan Vineyards Zinfandel 2016","Zinfandel from Mendocino, California","red wine","25"
"11090","Paul Dolan Vineyards Chardonnay 2016","Chardonnay from Mendocino, California","white wine","18"
"11091","Paul Dolan Vineyards Sauvignon Blanc 2016","Sauvignon Blanc from Potter Valley, Mendocino, California","white wine","18"
"11092","Paul Dolan Vineyards Zinfandel 2015","Zinfandel from Mendocino, California","red wine","25"
"11093","Paul Dolan Vineyards Cabernet Sauvignon 2015","Cabernet Sauvignon from Mendocino, California","red wine","25"
"11094","Paul Henri Thillardon Chenas Les Carrieres 2013","Gamay from Beaujolais, Burgundy, France","red wine","29"
"11095","Paul Henri Thillardon Beaujolais Villages Les Reveux 2013","Gamay from Beaujolais, Burgundy, France","red wine","25"
"11096","Paul Hobbs Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon (1.5 Liter Magnum) 2013","Cabernet Sauvignon from St. Helena, Napa Valley, California","red wine","1000"
"11097","Paul Hobbs Napa Valley Cabernet Sauvignon 2015","Cabernet Sauvignon from Napa Valley, California","red wine","129"
"11098","Paul Hobbs Russian River Chardonnay 2016","Chardonnay from Russian River, Sonoma County, California","white wine","56"
"11099","Paul Hobbs Russian River Pinot Noir 2016","Pinot Noir from Russian River, Sonoma County, California","red wine","65"
"11100","Paul Hobbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2015","Cabernet Sauvignon from Oakville, Napa Valley, California","red wine","510"
"11101","Paul Hobbs Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2015","Cabernet Sauvignon from St. Helena, Napa Valley, California","red wine","320"
"11102","Paul Hobbs Nathan Coombs Estate Cabernet Sauvignon 2014","Cabernet Sauvignon from Coombsville, Napa Valley, California","red wine","400"
"11103","Paul Hobbs Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2013","Cabernet Sauvignon from Napa Valley, California","red wine","400"
"11104","Paul Hobbs Beckstoffer Las Piedras Cabernet Sauvignon 2014","Cabernet Sauvignon from St. Helena, Napa Valley, California","red wine","300"
"11105","Paul Hobbs Beckstoffer Las Piedras Cabernet Sauvignon 2015","Cabernet Sauvignon from St. Helena, Napa Valley, California","red wine","320"
"11106","Paul Janin Moulin-a-Vent Des Vignes du Tremblay 2014","Gamay from Beaujolais, Burgundy, France","red wine","25"
"11107","Paul Janin Beaujolais-Villages 2016","Gamay from Beaujolais, Burgundy, France","red wine","19"
"11108","Paulo Laureano Ema's Vineyard Red 2013","Other Red Blends from Portugal","red wine","16"
"11109","Pax Sonoma Hillsides Syrah 2016","Syrah/Shiraz from Sonoma County, California","red wine","200"
"11110","Pax Alder Springs Syrah 2011","Syrah/Shiraz from Mendocino, California","red wine","70"
"11111","Pax Griffin's Lair Syrah 2011","Syrah/Shiraz from Sonoma Coast, Sonoma County, California","red wine","64"
"11112","Pax Sonoma Hillsides Syrah 2017","Syrah/Shiraz from Sonoma County, California","red wine","54"
"11113","Pax Chenin Blanc 2016","Chenin Blanc from Mendocino, California","white wine","28"
"11114","Pax Walker Vine Hill Syrah (5 Liter Etched Bottle) 2005","Syrah/Shiraz from Russian River, Sonoma County, California","red wine","750"
"11115","Pax Castelli-Knight Ranch Syrah 2012","Syrah/Shiraz from Russian River, Sonoma County, California","red wine","70"
"11116","Pax The Vicar 2015","Rhone Red Blends from North Coast, California","red wine","42"
"11117","Pax The Vicar 2014","Rhone Red Blends from North Coast, California","red wine","40"
"11118","Pax The Hermit Syrah 2016","Syrah/Shiraz from North Coast, California","red wine","42"
"11119","Pax Testa Vineyard Carignan 2016","Carignan from Mendocino, California","red wine","30"
"11120","Pax Griffin's Lair Syrah 2013","Syrah/Shiraz from Sonoma Coast, Sonoma County, California","red wine","70"
"11121","Paxton Vineyards MV Shiraz 2015","Syrah/Shiraz from McLaren Vale, Australia","red wine","19"
"11122","Paydirt Going For Broke 2017","Other Red Blends from Paso Robles, Central Coast, California","red wine","25"
"11123","Pazo Cilleiro Albarino 2016","Albarino from Rias Baixas, Spain","white wine","19"
"11124","Pazo de Barrantes La Comtesse Albarino 2011","Albarino from Rias Baixas, Spain","white wine","65"
"11125","Pazo de Barrantes Albarino 2016","Albarino from Rias Baixas, Spain","white wine","20"
"11126","Pazo de Galegos Albarino 2017","Albarino from Rias Baixas, Spain","white wine","23"
"11127","Pazo de Senorans Albarino 2017","Albarino from Rias Baixas, Spain","white wine","23"
"11128","Pazo Pondal Leira Pondal Albarino 2016","Albarino from Rias Baixas, Spain","white wine","23"
"11129","Pazo San Mauro Albarino 2016","Albarino from Rias Baixas, Spain","white wine","18"
"11130","Peachy Canyon Vortex Zinfandel 2014","Zinfandel from Paso Robles, Central Coast, California","red wine","40"
"11131","Peachy Canyon Incredible Red Zinfandel 2015","Zinfandel from Paso Robles, Central Coast, California","red wine","14"
"11132","Peachy Canyon Westside Zinfandel 2016","Zinfandel from Paso Robles, Central Coast, California","red wine","24"
"11133","Peachy Canyon Cirque du Vin 2016","Other Red Blends from Paso Robles, Central Coast, California","red wine","21"
"11134","Pearl Morissette Caldwell Cabernet Sauvignon 2011","Cabernet Sauvignon from Coombsville, Napa Valley, California","red wine","65"
"11135","Peay Vineyards La Bruma Syrah 2015","Syrah/Shiraz from Sonoma Coast, Sonoma County, California","red wine","55"
"11136","Peay Vineyards Estate Chardonnay 2014","Chardonnay from Sonoma Coast, Sonoma County, California","white wine","56"
"11137","Peay Vineyards Les Titans Estate Syrah 2015","Syrah/Shiraz from Sonoma Coast, Sonoma County, California","red wine","58"
"11138","Peay Vineyards Scallop Shelf Estate Pinot Noir 2016","Pinot Noir from Sonoma Coast, Sonoma County, California","red wine","70"
"11139","Peay Vineyards Pomarium Estate Pinot Noir 2014","Pinot Noir from Sonoma Coast, Sonoma County, California","red wine","60"
"11140","Peay Vineyards Savoy Vineyard Pinot Noir 2016","Pinot Noir from Anderson Valley, Mendocino, California","red wine","60"
"11141","Pecchenino Maestro Bianco 2017","Other White Blends from Piedmont, Italy","white wine","23"
"11142","Pecchenino Siri d'Jermu Dogliani Superiore Dolcetto 2015","Dolcetto from Piedmont, Italy","red wine","27"
"11143","Pecchenino Bussia Barolo 2013","Nebbiolo from Barolo, Piedmont, Italy","red wine","81"
"11144","Pecchenino Bricco Botti Dogliani Superiore Dolcetto 2015","Dolcetto from Dogliani, Piedmont, Italy","red wine","33"
"11145","Pecchenino Le Coste di Monforte Barolo 2013","Nebbiolo from Barolo, Piedmont, Italy","red wine","65"
"11146","Pecchenino Siri d'Jermu Dogliani Superiore Dolcetto 2016","Dolcetto from Piedmont, Italy","red wine","25"
"11147","Pecchenino Barolo San Giuseppe 2013","Nebbiolo from Barolo, Piedmont, Italy","red wine","55"
"11148","Pecchenino San Luigi Dogliani Dolcetto 2017","Dolcetto from Dogliani, Piedmont, Italy","red wine","18"
"11149","Pederzana Gibe Lambrusco Grasparossa di Castelvetro 2016","Red Sparkling Wine from Emilia-Romagna, Italy","sparkling & champagne","20"
"11150","Pedestal Merlot 2015","Merlot from Columbia Valley, Washington","red wine","68"
"11151","Pedralonga Albarino 2016","Albarino from Rias Baixas, Spain","white wine","30"
"11152","Pedralonga Albarino 2015","Albarino from Rias Baixas, Spain","white wine","26"
"11153","Pedroncelli Three Vineyards Dry Creek Cabernet Sauvignon 2016","Cabernet Sauvignon from Dry Creek Valley, Sonoma County, California","red wine","20"
"11154","Pedroncelli Four Grapes Vintage Port (500ML) 2012","Port from Dry Creek Valley, Sonoma County, California","","19"
"11155","Pedroncelli Family Vineyard Petite Sirah 2016","Petite Sirah from Dry Creek Valley, Sonoma County, California","red wine","18"
"11156","Pedroncelli Bench Vineyards Merlot 2016","Merlot from Sonoma County, California","red wine","19"
"11157","Pedroncelli East Side Vineyard Sauvignon Blanc 2017","Sauvignon Blanc from Dry Creek Valley, Sonoma County, California","white wine","15"
"11158","Pedroncelli friends.red 2016","Other Red Blends from Sonoma County, California","red wine","14"
"11159","Pedroncelli friends.white 2017","Other White Blends from Sonoma County, California","white wine","13"
"11160","Pedroncelli Dry Rose of Zinfandel 2017","Rosé from Dry Creek Valley, Sonoma County, California","pink and rosé","17"
"11161","Pedroncelli Wisdom Cabernet Sauvignon 2015","Cabernet Sauvignon from Dry Creek Valley, Sonoma County, California","red wine","36"
"11162","Pedroncelli Signature Selection Chardonnay 2017","Chardonnay from Dry Creek Valley, Sonoma County, California","white wine","14"
"11163","Pedroncelli Russian River Pinot Noir 2016","Pinot Noir from Russian River, Sonoma County, California","red wine","22"
"11164","Pedroncelli Block 007 Cabernet Sauvignon 2015","Cabernet Sauvignon from Dry Creek Valley, Sonoma County, California","red wine","25"
"11165","Pedroncelli Mother Clone Zinfandel 2016","Zinfandel from Dry Creek Valley, Sonoma County, California","red wine","17"
"11166","Pegasus Bay Pinot Noir 2014","Pinot Noir from Canterbury, New Zealand","red wine","47"
"11167","Peirano Estate The Immortal Zinfandel 2014","Zinfandel from Lodi, California","red wine","13"
"11168","Peirano Estate The Other White Blend 2014","Other White Blends from California","white wine","13"
"11169","Peirson Meyer Sophia's Vineyard Chardonnay 2015","Chardonnay from Russian River, Sonoma County, California","white wine","48"
"11170","Peirson Meyer Russian River Pinot Noir 2015","Pinot Noir from Russian River, Sonoma County, California","red wine","48"
"11171","Peirson Meyer Russian River Valley Chardonnay 2014","Chardonnay from Russian River, Sonoma County, California","white wine","44"
"11172","Peirson Meyer Russian River Valley Chardonnay 2016","Chardonnay from Russian River, Sonoma County, California","white wine","42"
"11173","Peirson Meyer Bateman Vineyard Pinot Noir 2014","Pinot Noir from Sonoma Coast, Sonoma County, California","red wine","62"
"11174","Peirson Meyer Ryan's Vineyard Sauvignon Blanc 2015","Sauvignon Blanc from Napa Valley, California","white wine","32"
"11175","Peirson Meyer Maquette 2014","Bordeaux Red Blends from Napa Valley, California","red wine","60"
"11176","Peirson Meyer Miller Vineyard Pinot Noir 2015","Pinot Noir from Russian River, Sonoma County, California","red wine","53"
"11177","Peirson Meyer Charles Heintz Vineyard Chardonnay 2015","Chardonnay from Sonoma Coast, Sonoma County, California","white wine","59"
"11178","Peirson Meyer Napa Valley Cabernet Sauvignon 2014","Cabernet Sauvignon from Napa Valley, California","red wine","90"
"11179","Peju Province Cabernet Sauvignon 2014","Cabernet Sauvignon from Napa Valley, California","red wine","55"
"11180","Peju Province Merlot 2015","Merlot from Napa Valley, California","red wine","45"
"11181","Peju Province Cabernet Franc 2015","Cabernet Franc from Napa Valley, California","red wine","65"
"11182","Peju Province Chardonnay 2015","Chardonnay from Napa Valley, California","white wine","30"
"11183","Peju Province Sauvignon Blanc 2017","Sauvignon Blanc from Napa Valley, California","white wine","30"
"11184","Peju Province Reserve Cabernet Sauvignon 2009","Cabernet Sauvignon from Rutherford, Napa Valley, California","red wine","185"
"11185","Pellegrini Zinfandel 2013","Zinfandel from Sonoma County, California","red wine","20"
"11186","Pellegrini Olivet Lane Vineyard Chardonnay 2015","Chardonnay from Russian River, Sonoma County, California","white wine","48"
"11187","Pellegrini Pinot Noir 2015","Pinot Noir from Russian River, Sonoma County, California","red wine","30"
"11188","Pellegrini Unoaked Chardonnay 2016","Chardonnay from Russian River, Sonoma County, California","white wine","35"
"11189","Pellegrini Olivet Lane Vineyard Pinot Noir 2014","Pinot Noir from Russian River, Sonoma County, California","red wine","65"
"11190","Pellegrini Sauvignon Blanc 2016","Sauvignon Blanc from Bennett Valley, Sonoma Valley, Sonoma County, California","white wine","25"
"11191","Penalolen Cabernet Sauvignon 2016","Cabernet Sauvignon from Maipo Valley, Chile","red wine","20"
"11192","Pence PTG Estate Gamay 2017","Gamay from Santa Barbara, Central Coast, California","red wine","30"
"11193","Pence Pence Ranch Pinot Noir 2017","Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California","red wine","24"
"11194","Pence Pence Ranch Chardonnay 2016","Chardonnay from Sta. Rita Hills, Santa Barbara, Central Coast, California","white wine","27"
"11195","Pence Sebastiano Syrah 2014","Syrah/Shiraz from Santa Barbara, Central Coast, California","red wine","65"
"11196","Pendulum Cabernet Sauvignon 2015","Cabernet Sauvignon from Columbia Valley, Washington","red wine","18"
"11197","Pendulum Red Blend 2014","Other Red Blends from Columbia Valley, Washington","red wine","19"
"11198","Penfolds Grandfather Rare Tawny","Port from Australia","great gift","100"
"11199","Penfolds Koonunga Hill Chardonnay 2017","Chardonnay from Australia","white wine","12"
"11200","Penfolds Koonunga Hill Shiraz 2016","Syrah/Shiraz from Australia","red wine","13"
"11201","Penfolds RWT Shiraz 2015","Syrah/Shiraz from Barossa Valley, Barossa, Australia","red wine","160"
"11202","Penfolds Max's Chardonnay 2017","Chardonnay from Australia","white wine","22"
"11203","Penfolds Koonunga Hill Shiraz-Cabernet 2016","Other Red Blends from Australia","red wine","12"
"11204","Penfolds RWT Shiraz 2016","Syrah/Shiraz from Barossa Valley, Barossa, Australia","red wine","155"
"11205","Penfolds Bin 707 Cabernet Sauvignon 2001","Cabernet Sauvignon from Australia","red wine","340"
"11206","Penfolds Bin 389 Cabernet-Shiraz 2016","Other Red Blends from Australia","red wine","69"
"11207","Penfolds Bin 407 Cabernet Sauvignon 2016","Cabernet Sauvignon from Australia","red wine","80"
"11208","Penfolds Bin 311 Tumbarumba Chardonnay 2016","Chardonnay from Australia","white wine","35"
"11209","Penfolds St. Henri Shiraz 2015","Syrah/Shiraz from Australia","red wine","150"
"11210","Penfolds Kalimna Bin 28 Shiraz 2016","Syrah/Shiraz from Barossa Valley, Barossa, Australia","red wine","30"
"11211","Penfolds Max's Shiraz-Cabernet Sauvignon 2016","Other Red Blends from Australia","red wine","19"
"11212","Penfolds Max's Cabernet Sauvignon 2015","Cabernet Sauvignon from Australia","red wine","20"
"11213","Penfolds Grange 2014","Syrah/Shiraz from Barossa Valley, Barossa, Australia","red wine","800"
"11214","Penfolds St. Henri Shiraz 2014","Syrah/Shiraz from Australia","red wine","100"
"11215","Penfolds Grange 2010","Syrah/Shiraz from Barossa Valley, Barossa, Australia","red wine","780"
"11216","Penfolds Grange 2013","Syrah/Shiraz from Barossa Valley, Barossa, Australia","red wine","750"
"11217","Penfolds Club Tawny Port","Port from Australia","","15"
"11218","Penley Estate Atlas Shiraz 2015","Syrah/Shiraz from Coonawarra, Limestone Coast, Australia","red wine","26"
"11219","Pennautier Viognier 2017","Viognier from Languedoc-Roussillon, France","white wine","11"
"11220","Pennautier Carbardes 2014","Other Red Blends from Languedoc-Roussillon, France","red wine","12"
"11221","Penner-Ash Pas De Nom Pinot Noir 2011","Pinot Noir from Willamette Valley, Oregon","red wine","100"
"11222","Penner-Ash Willamette Valley Pinot Noir 2016","Pinot Noir from Willamette Valley, Oregon","red wine","45"
"11223","Penner-Ash Shea Vineyard Pinot Noir 2016","Pinot Noir from Yamhill-Carlton District, Willamette Valley, Oregon","red wine","55"
"11224","Penner-Ash Viognier 2017","Viognier from Oregon","white wine","30"
"11225","Penner-Ash Oregon Syrah 2014","Syrah/Shiraz from Willamette Valley, Oregon","red wine","46"
"11226","Penya Cotes Catalanes Rouge 2015","Other Red Blends from Languedoc-Roussillon, France","red wine","12"
"11227","Penya Cotes Catalanes Rose 2017","Rosé from Languedoc-Roussillon, France","pink and rosé","12"
"11228","People's Wine Revolution Viognier 2015","Viognier from Dry Creek Valley, Sonoma County, California","white wine","19"
"11229","Pepper Bridge Winery Cabernet Sauvignon 2014","Cabernet Sauvignon from Walla Walla Valley, Columbia Valley, Washington","red wine","60"
"11230","Pepper Bridge Winery Merlot 2014","Merlot from Walla Walla Valley, Columbia Valley, Washington","red wine","50"
"11231","Pepper Bridge Winery Trine 2014","Bordeaux Red Blends from Walla Walla Valley, Columbia Valley, Washington","red wine","65"
"11232","Pepperwood Grove Merlot","Merlot from Chile","red wine","9"
"11233","Pepperwood Grove Cabernet Sauvignon","Cabernet Sauvignon from Chile","red wine","9"
"11234","Pepperwood Grove Pinot Noir","Pinot Noir from Chile","red wine","9"
"11235","Pepperwood Grove Pinot Grigio","Pinot Gris/Grigio from California","white wine","9"
"11236","Pepperwood Grove Chardonnay","Chardonnay from California","white wine","9"
"11237","Perez Cruz Limited Edition Carmenere 2016","Carmenere from Maipo Valley, Chile","red wine","20"
"11238","Perez Cruz Reserva Limited Edition Cabernet Sauvignon 2015","Cabernet Sauvignon from Maipo Valley, Chile","red wine","17"
"11239","Perez Cruz Reserva Cabernet Sauvignon 2016","Cabernet Sauvignon from Maipo Valley, Chile","red wine","17"
"11240","Perez Cruz Liguai 2009","Other Red Blends from Maipo Valley, Chile","red wine","45"
"11241","Perliss The Ravens 2013","Cabernet Sauvignon from Calistoga, Napa Valley, California","red wine","135"
"11242","Perrier-Jouet Grand Brut","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","50"
"11243","Perrier-Jouet Grand Brut (1.5 Liter Magnum)","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","119"
"11244","Perrier-Jouet Belle Epoque 2011","Vintage Sparkling Wine from Champagne, France","sparkling & champagne","180"
"11245","Perrier-Jouet Grand Brut (375ML half-bottle)","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","30"
"11246","Perrier-Jouet Grand Brut (9 Liter)","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","900"
"11247","Perticaia Montefalco Rosso 2015","Tuscan Blends from Umbria, Italy","red wine","22"
"11248","Pertinace Nebbiolo 2015","Nebbiolo from Piedmont, Italy","red wine","20"
"11249","Pesquera Ribera del Duero Tinto 2014","Tempranillo from Ribera del Duero, Spain","red wine","32"
"11250","Pestoni 1892 Field Blenc 2015","Other Red Blends from Lake County, North Coast, California","red wine","34"
"11251","Pestoni Rutherford Estate Cabernet Sauvignon 2012","Cabernet Sauvignon from Rutherford, Napa Valley, California","red wine","75"
"11252","Pestoni Howell Mountain Cabernet Sauvignon 2013","Cabernet Sauvignon from Howell Mountain, Napa Valley, California","red wine","95"
"11253","Peter Franus Red Hills Zinfandel 2014","Zinfandel from Red Hills, Lake County, North Coast, California","red wine","28"
"11254","Peter Franus Napa Valley Cabernet Sauvignon 2014","Cabernet Sauvignon from Napa Valley, California","red wine","52"
"11255","Peter Franus Napa Valley Zinfandel 2014","Zinfandel from Napa Valley, California","red wine","32"
"11256","Peter Franus Brandlin Vineyard Zinfandel 2014","Zinfandel from Mt. Veeder, Napa Valley, California","red wine","46"
"11257","Peter Franus Sauvignon Blanc 2017","Sauvignon Blanc from Napa Valley, California","white wine","27"
"11258","Peter Lehmann Portrait Shiraz 2014","Syrah/Shiraz from Barossa, Australia","red wine","19"
"11259","Peter Lehmann Clancy's 2013","Other Red Blends from Barossa Valley, Barossa, Australia","red wine","13"
"11260","Peter Lehmann The Barossan Shiraz 2015","Syrah/Shiraz from Barossa, Australia","red wine","21"
"11261","Peter Mathis Grenache 2015","Grenache from Sonoma Valley, Sonoma County, California","red wine","37"
"11262","Peter Mathis Uber Red Blend 2013","Other Red Blends from Sonoma County, California","red wine","50"
"11263","Peter Mathis Rose of Grenache 2017","Rosé from Sonoma County, California","pink and rosé","25"
"11264","Peter Michael Les Pavots (1.5 Liter Magnum) 2003","Bordeaux Red Blends from Knights Valley, Sonoma County, California","red wine","560"
"11265","Peter Michael Ma Belle Fille Chardonnay 2016","Chardonnay from Knights Valley, Sonoma County, California","white wine","200"
"11266","Peter Michael La Carriere Chardonnay 2015","Chardonnay from Knights Valley, Sonoma County, California","white wine","150"
"11267","Peter Paul Cabernet Sauvignon 2014","Cabernet Sauvignon from Napa Valley, California","red wine","45"
"11268","Peter Paul Where's Mary Cabernet Sauvignon (Premiere Napa Auction) 2013","Cabernet Sauvignon from Mt. Veeder, Napa Valley, California","red wine","260"
"11269","Peter Paul Gravenstein Highway Pinot Noir 2016","Pinot Noir from Russian River, Sonoma County, California","red wine","35"
"11270","Peter Zemmer Pinot Grigio 2017","Pinot Gris/Grigio from Trentino-Alto Adige, Italy","white wine","16"
"11271","Petite Sirene 2015","Bordeaux Red Blends from Bordeaux, France","red wine","16"
"11272","Petite Sirene Blanc 2016","Bordeaux White Blends from Bordeaux, France","white wine","16"
"11273","Petra Unger Zieselrain Gruner Veltliner 2015","Gruner Veltliner from Kremstal, Austria","white wine","21"
"11274","Petrichor Estate Les Trois 2014","Rhone Red Blends from Sonoma County, California","red wine","52"
"11275","Petrichor Estate Les Trois 2012","Rhone Red Blends from Sonoma County, California","red wine","50"
"11276","Petrolo Boggina 2013","Sangiovese from Tuscany, Italy","red wine","80"
"11277","Petrolo Inarno 2012","Sangiovese from Tuscany, Italy","red wine","20"
"11278","Pewsey Vale Museum Reserve The Contours Riesling 2012","Riesling from Australia","white wine","33"
"11279","Pewsey Vale Eden Valley Riesling 2017","Riesling from Eden Valley, Barossa, Australia","white wine","17"
"11280","Pezzi King Estate Sauvignon Blanc 2013","Sauvignon Blanc from Dry Creek Valley, Sonoma County, California","white wine","23"
"11281","Pezzi King Chardonnay 2014","Chardonnay from Russian River, Sonoma County, California","white wine","27"
"11282","Pezzi King Dry Creek Zinfandel 2016","Zinfandel from Dry Creek Valley, Sonoma County, California","red wine","29"
"11283","Pezzi King Estate Cabernet Sauvignon 2015","Cabernet Sauvignon from Dry Creek Valley, Sonoma County, California","red wine","24"
"11284","Pezzi King Estate Sauvignon Blanc 2016","Sauvignon Blanc from Sonoma County, California","white wine","23"
"11285","Pfendler Chardonnay 2013","Chardonnay from Sonoma Coast, Sonoma County, California","white wine","37"
"11286","Phelps Creek Wines Lynette Chardonnay 2015","Chardonnay from Oregon","white wine","42"
"11287","Phelps Creek Wines Cuvee Alexandrine 2014","Pinot Noir from Oregon","red wine","54"
"11288","Phelps Creek Wines Pinot Noir 2015","Pinot Noir from Oregon","red wine","22"
"11289","Phelps Creek Wines Sauvignon Blanc 2016","Sauvignon Blanc from Oregon","white wine","18"
"11290","Phelps Creek Wines Chardonnay 2016","Chardonnay from Oregon","white wine","22"
"11291","Philip Togni Tanbark Hill Cabernet Sauvignon 2015","Cabernet Sauvignon from Napa Valley, California","red wine","70"
"11292","Philip Togni Cabernet Sauvignon (1.5 Liter Magnum) 2004","Cabernet Sauvignon from Spring Mountain District, Napa Valley, California","red wine","300"
"11293","Philip Togni Cabernet Sauvignon 2011","Cabernet Sauvignon from Spring Mountain District, Napa Valley, California","red wine","125"
"11294","Philip Togni Tanbark Hill Cabernet Sauvignon 2014","Cabernet Sauvignon from Napa Valley, California","red wine","59"
"11295","Philippe Colin Chassagne-Montrachet Morgeot Premier Cru Rouge 2016","Pinot Noir from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","red wine","80"
"11296","Philippe Colin Santenay 2016","Pinot Noir from Santenay, Cote de Beaune, Cote d'Or, Burgundy, France","red wine","45"
"11297","Philippe Colin Bourgogne Rouge 2014","Pinot Noir from Burgundy, France","red wine","30"
"11298","Philippe Colin Santenay Les Gravieres Premier Cru 2016","Pinot Noir from Santenay, Cote de Beaune, Cote d'Or, Burgundy, France","red wine","65"
"11299","Philippe Colin Bourgogne Rouge 2015","Pinot Noir from Burgundy, France","red wine","30"
"11300","Philippe Colin Bourgogne Rouge 2016","Pinot Noir from Burgundy, France","red wine","36"
"11301","Philippe Colin Chassagne-Montrachet Les Chenevottes Premier Cru 2016","Chardonnay from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","108"
"11302","Philippe Colin St. Aubin Premier Cru Charmois 2012","Chardonnay from St-Aubin, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","58"
"11303","Philippe Colin Chassagne Montrachet 2016","Chardonnay from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","70"
"11304","Philippe Colin Chassagne-Montrachet Les Chaumees Premier Cru 2016","Chardonnay from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","108"
"11305","Philippe Colin Chassagne-Montrachet Les Chaumees Premier Cru 2015","Chardonnay from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","95"
"11306","Philippe Colin Bourgogne Blanc 2016","Chardonnay from Burgundy, France","white wine","36"
"11307","Philippe Faury Saint-Joseph Vieilles Vignes 2016","Syrah/Shiraz from Saint-Joseph, Rhone, France","red wine","47"
"11308","Philippe Faury Saint-Joseph 2016","Syrah/Shiraz from Saint-Joseph, Rhone, France","red wine","35"
"11309","Philippe Foreau Vouvray Moelleux 2015","Chenin Blanc from Vouvray, Touraine, Loire, France","white wine","75"
"11310","Philippe Foreau Vouvray Demi-Sec 2015","Chenin Blanc from Vouvray, Touraine, Loire, France","white wine","55"
"11311","Philippe Foreau Vouvray Sec 2015","Chenin Blanc from Vouvray, Touraine, Loire, France","white wine","53"
"11312","Philippe Gavignet Bourgogne Pinot Noir 2013","Pinot Noir from Burgundy, France","red wine","32"
"11313","Philippe Gavignet Nuits-St.-Georges Les Pruliers Premier Cru 2013","Pinot Noir from Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","90"
"11314","Philippe Livera Fixin En Olivier Reserve 2012","Pinot Noir from Fixin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","53"
"11315","Philippe Livera Gevrey-Chambertin En Champs Reserve 2014","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","75"
"11316","Philippe Livera Gevrey-Chambertin En Champs Reserve 2012","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","80"
"11317","Philippe Livera Gevrey-Chambertin Clos Village 2013","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","70"
"11318","Philippe Livera Gevrey-Chambertin Clos Village 2015","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","88"
"11319","Philippe Livera Chapelle-Chambertin Grand Cru 2015","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","280"
"11320","Philippe Pacalet Puligny-Montrachet 2016","Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","140"
"11321","Philippe Pacalet Moulin-a-Vent 2015","Gamay from Beaujolais, Burgundy, France","red wine","70"
"11322","Philippe Pacalet Chablis Beauroy Premier Cru 2013","Chardonnay from Chablis, Burgundy, France","white wine","100"
